Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,1/8/2015,290.485,283.84125,300.24124,283.68
BTC,1/9/2015,281.03625,290.485,291.40499,280.365
BTC,1/10/2015,286.688,281.03625,291.2475,280.92375
BTC,1/11/2015,277.64999,286.688,287.87,272.82399
BTC,1/12/2015,268.10199,277.64999,277.64999,263.834
BTC,1/13/2015,243.081,268.10199,271.774,243.081
BTC,1/14/2015,219.128,243.081,249.04299,216.356
BTC,1/15/2015,193.3511,219.128,219.973,170.084
BTC,1/16/2015,220.5745,193.3511,229.3059,192.0803
BTC,1/17/2015,209.1655,220.5745,222.0138,199.1781
BTC,1/18/2015,195.59467,209.1655,209.3242,194.9578
BTC,1/19/2015,212.2711,195.59467,218.9848,194.5501
BTC,1/20/2015,211.5401,212.2711,216.6805,206.6594
BTC,1/21/2015,212.28249,211.5401,214.66619,204.8001
BTC,1/22/2015,230.6754,212.28249,236.83589,210.8765
BTC,1/23/2015,226.30419,230.6754,236.34609,224.3954
BTC,1/24/2015,231.4242,226.30419,235.02849,224.9847
BTC,1/25/2015,251.606,231.4242,254.98829,231.4242
BTC,1/26/2015,283.59769,251.606,290.8877,243.305
BTC,1/27/2015,258.5374,283.59769,307.9664,254.225
BTC,1/28/2015,257.447,258.5374,268.022,250.9381
BTC,1/29/2015,235.948,257.447,262.7574,225.266
BTC,1/30/2015,233.141,235.948,237.463,220.1002
BTC,1/31/2015,226.94116,233.141,242.724,225.08875
BTC,2/1/2015,216.66066,226.94116,233.52791,215.00708
BTC,2/2/2015,229.80441,216.66066,231.91775,211.53066
BTC,2/3/2015,237.65175,229.80441,242.31883,222.218
BTC,2/4/2015,225.83858,237.65175,246.1851,224.10733
BTC,2/5/2015,226.554,225.83858,230.02183,220.71741
BTC,2/6/2015,219.75625,226.554,227.40666,214.65725
BTC,2/7/2015,225.46666,219.75625,226.18658,216.36516
BTC,2/8/2015,225.73291,225.46666,230.15883,222.82991
BTC,2/9/2015,222.78408,225.73291,229.33333,219.96391
BTC,2/10/2015,220.16725,222.78408,223.94616,217.08533
BTC,2/11/2015,223.00366,220.16725,223.5535,215.45466
BTC,2/12/2015,218.72833,223.00366,223.00924,218.27583
BTC,2/13/2015,223.96716,218.72833,224.00924,217.61941
BTC,2/14/2015,237.65716,223.96716,240.23908,223.13041
BTC,2/15/2015,256.21758,237.65716,261.66275,237.26424
BTC,2/16/2015,230.1355,256.21758,267.34908,226.90608
BTC,2/17/2015,235.71275,230.1355,239.58716,229.83233
BTC,2/18/2015,242.93183,235.71275,246.13708,234.99991
BTC,2/19/2015,237.1035,242.93183,243.79491,231.74658
BTC,2/20/2015,241.07183,237.1035,243.11,235.63558
BTC,2/21/2015,245.70566,241.07183,247.13699,241.07183
BTC,2/22/2015,245.145,245.70566,246.45508,243.00916
BTC,2/23/2015,235.14141,245.145,245.70399,233.06841
BTC,2/24/2015,238.93183,235.14141,239.62416,231.77475
BTC,2/25/2015,238.15225,238.93183,239.36141,235.74258
BTC,2/26/2015,235.67716,238.15225,238.56583,233.85925
BTC,2/27/2015,251.28908,235.67716,251.28908,234.44633
BTC,2/28/2015,251.03416,251.28908,257.50475,246.14616
BTC,3/1/2015,251.9314,251.03416,254.18825,250.58558
BTC,3/2/2015,258.8485,251.9314,260.63639,244.9732
BTC,3/3/2015,270.7625,258.8485,272.46819,257.5751
BTC,3/4/2015,278.1172,270.7625,286.282,267.03699
BTC,3/5/2015,269.2606,278.1172,283.3832,266.469
BTC,3/6/2015,274.8977,269.2606,280.3962,263.627
BTC,3/7/2015,270.86109,274.8977,275.54309,269.3872
BTC,3/8/2015,276.72789,270.86109,277.7033,270.86109
BTC,3/9/2015,277.98519,276.72789,278.5315,271.9756
BTC,3/10/2015,294.1886,277.98519,296.4732,276.89909
BTC,3/11/2015,289.7149,294.1886,300.34,288.5597
BTC,3/12/2015,292.8678,289.7149,296.744,288.8829
BTC,3/13/2015,293.224,292.8678,296.73899,291.8317
BTC,3/14/2015,282.644,293.224,293.9851,281.02229
BTC,3/15/2015,283.0809,282.644,286.19169,280.2655
BTC,3/16/2015,290.61579,283.0809,291.1669,282.4696
BTC,3/17/2015,290.542,290.61579,293.9259,288.934
BTC,3/18/2015,283.7507,290.542,291.754,282.6035
BTC,3/19/2015,252.44789,283.7507,284.4759,246.7832
BTC,3/20/2015,263.4741,252.44789,264.23519,250.6699
BTC,3/21/2015,259.913,263.4741,263.4741,258.38829
BTC,3/22/2015,259.3943,259.913,262.136,254.7868
BTC,3/23/2015,267.5549,259.3943,269.9758,259.328
BTC,3/24/2015,265.273,267.5549,270.0403,260.6465
BTC,3/25/2015,246.6733,265.273,265.7907,242.8803
BTC,3/26/2015,245.6489,246.6733,249.2025,236.0453
BTC,3/27/2015,246.5497,245.6489,254.4384,244.3759
BTC,3/28/2015,248.4467,246.5497,249.2089,246.0461
BTC,3/29/2015,246.728,248.4467,254.1074,246.0068
BTC,3/30/2015,245.1133,246.728,247.6292,236.4428
BTC,3/31/2015,247.2639,245.1133,248.5962,242.278
BTC,4/1/2015,243.3028,247.2639,247.8894,241.1402
BTC,4/2/2015,246.96,243.3028,247.9642,240.1261
BTC,4/3/2015,252.0578,246.96,254.1979,244.2932
BTC,4/4/2015,253.4334,252.0578,255.755,251.168
BTC,4/5/2015,252.0256,253.4334,253.796,250.33675
BTC,4/6/2015,260.3589,252.0256,261.1468,251.12063
BTC,4/7/2015,252.0909,260.3589,260.404,251.08688
BTC,4/8/2015,252.8629,252.0909,255.2263,251.73675
BTC,4/9/2015,244.0449,252.8629,253.0569,242.592
BTC,4/10/2015,240.9478,244.0449,244.9784,237.9013
BTC,4/11/2015,236.4388,240.9478,241.8075,231.7809
BTC,4/12/2015,236.5542,236.4388,237.3163,233.41963
BTC,4/13/2015,235.522,236.5542,236.7432,232.6473
BTC,4/14/2015,222.6009,235.522,236.7879,220.5774
BTC,4/15/2015,220.9126,222.6009,222.6009,215.4597
BTC,4/16/2015,226.0171,220.9126,226.5496,218.55975
BTC,4/17/2015,227.9255,226.0171,229.2841,224.729
BTC,4/18/2015,223.317,227.9255,228.0318,221.1092
BTC,4/19/2015,223.4062,223.317,223.8713,220.1168
BTC,4/20/2015,223.9214,223.4062,226.1347,221.126
BTC,4/21/2015,224.9815,223.9214,226.2222,221.91625
BTC,4/22/2015,235.50369,224.9815,236.685,223.70388
BTC,4/23/2015,234.15749,235.50369,238.16109,232.4405
BTC,4/24/2015,233.40079,234.15749,236.3318,231.8257
BTC,4/25/2015,228.92379,233.40079,233.8944,228.4377
BTC,4/26/2015,219.94549,228.92379,229.5635,218.0493
BTC,4/27/2015,219.19029,219.94549,220.2149,214.2754
BTC,4/28/2015,227.3867,219.19029,232.3386,217.4964
BTC,4/29/2015,225.3545,227.3867,227.3867,222.8689
BTC,4/30/2015,225.9976,225.3545,226.919,223.2127
BTC,5/1/2015,236.6827,225.9976,239.6384,225.9976
BTC,5/2/2015,233.8511,236.6827,239.3447,231.9123
BTC,5/3/2015,236.2378,233.8511,236.92579,232.4931
BTC,5/4/2015,240.3646,236.2378,243.6192,236.176
BTC,5/5/2015,235.6033,240.3646,242.8279,235.5146
BTC,5/6/2015,235.6017,235.6033,236.87849,231.9009
BTC,5/7/2015,230.4207,235.6017,236.1943,228.903
BTC,5/8/2015,237.059,230.4207,239.9257,228.92579
BTC,5/9/2015,244.6989,237.059,245.9108,236.09099
BTC,5/10/2015,241.516,244.6989,247.7286,238.835
BTC,5/11/2015,239.4036,241.516,244.2782,237.76
BTC,5/12/2015,240.00079,239.4036,244.06689,238.778
BTC,5/13/2015,241.3529,240.00079,242.2739,239.5551
BTC,5/14/2015,235.5478,241.3529,243.5782,234.1023
BTC,5/15/2015,237.5737,235.5478,238.3988,233.2737
BTC,5/16/2015,236.657,237.5737,238.6384,235.6425
BTC,5/17/2015,236.339,236.657,237.1959,234.6809
BTC,5/18/2015,236.2319,236.339,237.56239,235.4227
BTC,5/19/2015,233.3119,236.2319,236.6813,231.721
BTC,5/20/2015,232.7193,233.3119,234.003,231.74769
BTC,5/21/2015,234.204,232.7193,234.89,231.7217
BTC,5/22/2015,235.86329,234.204,236.4532,233.98229
BTC,5/23/2015,240.1588,235.86329,241.4041,235.1463
BTC,5/24/2015,239.7985,240.1588,241.4541,238.7252
BTC,5/25/2015,240.9415,239.7985,242.6293,238.99
BTC,5/26/2015,237.6588,240.9415,241.5843,236.6709
BTC,5/27/2015,237.1844,237.6588,238.7259,235.69699
BTC,5/28/2015,237.6708,237.1844,238.7449,236.4294
BTC,5/29/2015,237.2277,237.6708,237.896,236.5359
BTC,5/30/2015,236.1404,237.2277,237.4219,235.4436
BTC,5/31/2015,233.3328,236.1404,236.4621,231.987
BTC,6/1/2015,230.8331,233.3328,233.3848,229.1247
BTC,6/2/2015,223.415,230.8331,231.78,221.707
BTC,6/3/2015,226.6168,223.415,227.0337,222.851
BTC,6/4/2015,225.444,226.6168,227.3892,223.8011
BTC,6/5/2015,223.9665,225.444,226.4761,223.8567
BTC,6/6/2015,224.2525,223.9665,226.0275,223.081
BTC,6/7/2015,225.8403,224.2525,226.2012,224.2225
BTC,6/8/2015,223.69459,225.8403,226.3259,222.81329
BTC,6/9/2015,228.1884,223.69459,229.769,223.69459
BTC,6/10/2015,229.2025,228.1884,231.1578,227.9487
BTC,6/11/2015,229.9599,229.2025,230.1489,227.9753
BTC,6/12/2015,229.9082,229.9599,230.3864,229.3223
BTC,6/13/2015,230.6695,229.9082,231.5507,229.4188
BTC,6/14/2015,233.1445,230.6695,233.1445,230.1699
BTC,6/15/2015,234.7473,233.1445,235.5255,232.9418
BTC,6/16/2015,237.39899,234.7473,238.5994,234.4622
BTC,6/17/2015,248.7435,237.39899,254.09699,237.1618
BTC,6/18/2015,247.2359,248.7435,257.8739,246.3936
BTC,6/19/2015,249.0733,247.2359,251.6709,243.46999
BTC,6/20/2015,240.7897,249.0733,250.55569,240.3996
BTC,6/21/2015,244.15625,240.7897,246.4702,239.5589
BTC,6/22/2015,244.9588,244.15625,245.98075,241.5699
BTC,6/23/2015,247.1273,244.9588,248.2147,243.516
BTC,6/24/2015,243.371,247.1273,247.1273,242.8303
BTC,6/25/2015,240.9204,243.371,243.9954,239.9257
BTC,6/26/2015,242.31912,240.9204,243.6244,240.80059
BTC,6/27/2015,242.28812,242.31912,242.91525,240.67475
BTC,6/28/2015,250.382,242.28812,251.08587,242.28812
BTC,6/29/2015,249.42725,250.382,250.382,246.6685
BTC,6/30/2015,258.38549,249.42725,259.242,248.41637
BTC,7/1/2015,261.71749,258.38549,268.22612,258.28612
BTC,7/2/2015,259.62937,261.71749,261.84387,254.73962
BTC,7/3/2015,255.52675,259.62937,259.7935,253.41412
BTC,7/4/2015,253.87887,255.52675,256.06687,252.28937
BTC,7/5/2015,261.42899,253.87887,262.94799,253.009
BTC,7/6/2015,267.60762,261.42899,273.81987,257.67137
BTC,7/7/2015,270.07587,267.60762,276.27062,267.562
BTC,7/8/2015,264.356,270.07587,270.17874,263.10912
BTC,7/9/2015,267.943,264.356,272.38087,263.564
BTC,7/10/2015,269.24925,267.943,271.97912,267.06775
BTC,7/11/2015,286.53662,269.24925,295.00537,268.57275
BTC,7/12/2015,301.03837,286.53662,303.00737,286.53662
BTC,7/13/2015,304.9905,301.03837,313.77387,296.45549
BTC,7/14/2015,290.93137,304.9905,305.38975,277.716
BTC,7/15/2015,288.48787,290.93137,295.87587,285.34275
BTC,7/16/2015,287.55762,288.48787,292.32812,282.4525
BTC,7/17/2015,276.97924,287.55762,288.20425,274.43
BTC,7/18/2015,278.33337,276.97924,279.5005,271.62099
BTC,7/19/2015,275.30687,278.33337,282.30874,273.08425
BTC,7/20/2015,274.28387,275.30687,275.742,271.63375
BTC,7/21/2015,279.45925,274.28387,279.77188,273.84275
BTC,7/22/2015,274.87242,279.45925,280.47463,273.8729
BTC,7/23/2015,276.2095,274.87242,277.4875,274.2714
BTC,7/24/2015,276.24491,276.2095,276.94,275.09091
BTC,7/25/2015,287.55583,276.24491,289.57691,275.95341
BTC,7/26/2015,287.83983,287.55583,290.58833,286.505
BTC,7/27/2015,291.20091,287.83983,292.72608,287.22741
BTC,7/28/2015,293.15058,291.20091,296.14516,285.92725
BTC,7/29/2015,292.99425,293.15058,295.37741,292.12583
BTC,7/30/2015,288.61658,292.99425,292.99425,287.44183
BTC,7/31/2015,286.74491,288.61658,289.71741,285.51133
BTC,8/1/2015,282.33741,286.74491,286.99866,281.13275
BTC,8/2/2015,278.68258,282.33741,282.92333,276.98033
BTC,8/3/2015,279.48591,278.68258,282.12791,276.68783
BTC,8/4/2015,283.49091,279.48591,284.788,279.47175
BTC,8/5/2015,284.24366,283.49091,285.17558,280.89866
BTC,8/6/2015,280.9375,284.24366,284.35416,280.08975
BTC,8/7/2015,275.92866,280.9375,281.08916,275.92866
BTC,8/8/2015,278.2765,275.92866,279.72425,275.48725
BTC,8/9/2015,261.75225,278.2765,278.46766,259.26675
BTC,8/10/2015,265.0825,261.75225,266.79691,260.55483
BTC,8/11/2015,264.87516,265.0825,266.348,261.95933
BTC,8/12/2015,270.22325,264.87516,271.20391,264.17225
BTC,8/13/2015,264.14299,270.22325,270.24325,264.14299
BTC,8/14/2015,262.01758,264.14299,265.29758,261.13383
BTC,8/15/2015,265.3955,262.01758,267.06158,261.94441
BTC,8/16/2015,261.20058,265.3955,265.98733,259.41733
BTC,8/17/2015,258.0065,261.20058,261.20058,255.74041
BTC,8/18/2015,256.44841,258.0065,259.63791,255.34966
BTC,8/19/2015,230.38424,256.44841,256.49283,214.03104
BTC,8/20/2015,232.06483,230.38424,236.11891,220.75441
BTC,8/21/2015,234.56375,232.06483,236.62541,229.81658
BTC,8/22/2015,233.03691,234.56375,235.86108,230.81641
BTC,8/23/2015,231.21275,233.03691,233.21158,221.82108
BTC,8/24/2015,227.23233,231.21275,231.79075,224.10816
BTC,8/25/2015,203.18133,227.23233,227.23233,198.22833
BTC,8/26/2015,219.81583,203.18133,226.27733,202.13641
BTC,8/27/2015,224.53608,219.81583,230.39633,219.71124
BTC,8/28/2015,224.18875,224.53608,228.034,219.91025
BTC,8/29/2015,230.93575,224.18875,234.71883,222.5025
BTC,8/30/2015,230.58541,230.93575,232.931,226.99866
BTC,8/31/2015,227.18083,230.58541,230.6365,225.32433
BTC,9/1/2015,229.02966,227.18083,231.88441,224.8115
BTC,9/2/2015,226.28841,229.02966,229.47541,225.83066
BTC,9/3/2015,228.35299,226.28841,230.05741,225.66683
BTC,9/4/2015,227.14741,228.35299,228.45141,226.11783
BTC,9/5/2015,229.66691,227.14741,230.60799,226.89141
BTC,9/6/2015,240.70116,229.66691,241.14916,229.19275
BTC,9/7/2015,239.88,240.70116,243.13633,237.5585
BTC,9/8/2015,242.01891,239.88,243.1965,238.37166
BTC,9/9/2015,244.31383,242.01891,245.83491,241.82775
BTC,9/10/2015,237.99466,244.31383,244.49183,237.41225
BTC,9/11/2015,240.56366,237.99466,240.71991,235.67583
BTC,9/12/2015,239.81675,240.56366,241.15166,238.81233
BTC,9/13/2015,235.053,239.81675,240.10541,234.18991
BTC,9/14/2015,229.15808,235.053,235.53075,227.94691
BTC,9/15/2015,230.51091,229.15808,232.4895,227.78025
BTC,9/16/2015,230.98066,230.51091,231.55808,229.40558
BTC,9/17/2015,229.58975,230.98066,231.00908,226.69133
BTC,9/18/2015,233.2385,229.58975,234.61991,228.39008
BTC,9/19/2015,232.50008,233.2385,234.24358,231.7645
BTC,9/20/2015,231.33733,232.50008,232.75508,230.82933
BTC,9/21/2015,230.75433,231.33733,232.07841,230.51408
BTC,9/22/2015,227.79358,230.75433,230.82908,226.15041
BTC,9/23/2015,231.30983,227.79358,232.10541,224.5965
BTC,9/24/2015,231.09508,231.30983,231.45916,229.15508
BTC,9/25/2015,233.74475,231.09508,235.53625,230.72091
BTC,9/26/2015,234.92466,233.74475,237.1115,233.62566
BTC,9/27/2015,234.32908,234.92466,234.9895,233.18125
BTC,9/28/2015,237.21116,234.32908,237.42183,232.65083
BTC,9/29/2015,238.56625,237.21116,240.24925,236.21624
BTC,9/30/2015,238.06125,238.56625,240.3205,236.16025
BTC,10/1/2015,237.15191,238.06125,238.11808,235.437
BTC,10/2/2015,238.06358,237.15191,238.95083,235.95725
BTC,10/3/2015,237.63516,238.06358,238.82991,236.98341
BTC,10/4/2015,238.99883,237.63516,239.59866,237.27891
BTC,10/5/2015,238.82433,238.99883,239.50175,238.24375
BTC,10/6/2015,240.63075,238.82433,241.061,237.21916
BTC,10/7/2015,246.49633,240.63075,247.573,240.61741
BTC,10/8/2015,244.49816,246.49633,246.58683,242.79575
BTC,10/9/2015,243.25675,244.49816,244.70625,242.35816
BTC,10/10/2015,244.96533,243.25675,245.02475,242.73591
BTC,10/11/2015,245.07,244.96533,245.865,243.28108
BTC,10/12/2015,247.65041,245.07,247.91733,244.77208
BTC,10/13/2015,244.57641,247.65041,247.76783,243.88241
BTC,10/14/2015,249.45908,244.57641,250.55283,244.46508
BTC,10/15/2015,254.64216,249.45908,255.94216,249.30916
BTC,10/16/2015,255.72741,254.64216,256.66408,252.89016
BTC,10/17/2015,267.53983,255.72741,268.08933,255.23441
BTC,10/18/2015,270.04041,267.53983,274.54266,263.89258
BTC,10/19/2015,264.98625,270.04041,271.209,261.38491
BTC,10/20/2015,264.92575,264.98625,265.73075,261.63291
BTC,10/21/2015,270.49541,264.92575,272.21816,264.0165
BTC,10/22/2015,267.46908,270.49541,271.14833,264.11633
BTC,10/23/2015,274.25325,267.46908,278.61383,267.42025
BTC,10/24/2015,279.97908,274.25325,280.20966,274.24383
BTC,10/25/2015,286.86941,279.97908,289.04825,278.45766
BTC,10/26/2015,284.286,286.86941,294.60916,282.38799
BTC,10/27/2015,287.83091,284.286,291.77658,280.89758
BTC,10/28/2015,300.53566,287.83091,301.96425,286.69941
BTC,10/29/2015,304.32691,300.53566,306.59441,297.70458
BTC,10/30/2015,326.55691,304.32691,326.55691,304.21608
BTC,10/31/2015,327.58425,326.55691,333.7465,313.38508
BTC,11/1/2015,311.70274,327.58425,328.04325,306.72525
BTC,11/2/2015,325.64666,311.70274,327.71966,311.05791
BTC,11/3/2015,369.51133,325.64666,370.36625,324.83166
BTC,11/4/2015,432.46133,369.51133,434.27575,362.4315
BTC,11/5/2015,434.31683,432.46133,492.40458,374.38666
BTC,11/6/2015,359.586,434.31683,434.31683,355.034
BTC,11/7/2015,377.64099,359.586,395.991,353.616
BTC,11/8/2015,387.775,377.64099,392.293,377.165
BTC,11/9/2015,370.652,387.775,389.473,361.54
BTC,11/10/2015,376.948,370.652,386.631,366.955
BTC,11/11/2015,311.702,376.948,381.724,298.752
BTC,11/12/2015,320.036,311.702,326.905,300.741
BTC,11/13/2015,337.893,320.036,345.601,316.738
BTC,11/14/2015,334.125,337.893,341.274,325.736
BTC,11/15/2015,333.951,334.125,339.296,329.193
BTC,11/16/2015,320.06,333.951,334.837,315.75799
BTC,11/17/2015,337.759,320.06,340.349,318.03499
BTC,11/18/2015,333.33299,337.759,337.759,331.434
BTC,11/19/2015,334.02499,333.33299,337.162,329.91199
BTC,11/20/2015,315.63099,334.02499,335.019,311.751
BTC,11/21/2015,321.482,315.63099,324.598,315.065
BTC,11/22/2015,326.365,321.482,328.33299,320.606
BTC,11/23/2015,322.606,326.365,326.895,320.986
BTC,11/24/2015,320.993,322.606,326.056,317.437
BTC,11/25/2015,318.337,320.993,322.934,316.263
BTC,11/26/2015,332.471,318.337,333.555,317.969
BTC,11/27/2015,349.138,332.471,368.511,332.078
BTC,11/28/2015,354.954,349.138,364.061,347.842
BTC,11/29/2015,356.806,354.954,360.147,351.863
BTC,11/30/2015,375.204,356.806,379.609,355.128
BTC,12/1/2015,377.798,375.204,382.494,369.342
BTC,12/2/2015,352.128,377.798,379.19899,348.112
BTC,12/3/2015,366.788,352.128,367.107,350.559
BTC,12/4/2015,358.443,366.788,370.8,355.428
BTC,12/5/2015,369.956,358.443,371.182,356.879
BTC,12/6/2015,394.861,369.956,396.643,369.407
BTC,12/7/2015,391.618,394.861,402.296,383.673
BTC,12/8/2015,395.59299,391.618,399.844,387.778
BTC,12/9/2015,421.424,395.59299,421.833,389.585
BTC,12/10/2015,415.076,421.424,423.909,405.313
BTC,12/11/2015,421.813,415.076,422.774,411.285
BTC,12/12/2015,467.831,421.813,470.883,420.681
BTC,12/13/2015,435.091,467.831,467.887,408.909
BTC,12/14/2015,437.021,435.091,442.47299,422.064
BTC,12/15/2015,453.676,437.021,457.457,436.742
BTC,12/16/2015,445.805,453.676,465.651,445.805
BTC,12/17/2015,451.102,445.805,462.524,440.205
BTC,12/18/2015,456.425,451.102,458.46,451.01899
BTC,12/19/2015,464.218,456.425,466.462,454.518
BTC,12/20/2015,460.238,464.218,465.84799,453.312
BTC,12/21/2015,435.64099,460.238,461.011,425.026
BTC,12/22/2015,438.276,435.64099,445.533,432.993
BTC,12/23/2015,437.994,438.276,443.225,433.775
BTC,12/24/2015,456.572,437.994,456.858,437.705
BTC,12/25/2015,455.743,456.572,459.841,452.263
BTC,12/26/2015,447.606,455.743,458.668,445.523
BTC,12/27/2015,419.338,447.606,448.524,406.388
BTC,12/28/2015,427.817,419.338,429.09,414.186
BTC,12/29/2015,422.741,427.817,428.734,417.229
BTC,12/30/2015,431.029,422.741,434.21899,419.159
BTC,12/31/2015,424.962,431.029,433.368,421.192
BTC,1/1/2016,432.358,424.962,433.033,417.69899
BTC,1/2/2016,433.773,432.358,436.187,427.317
BTC,1/3/2016,431.985,433.773,435.739,429.768
BTC,1/4/2016,431.691,431.985,432.417,424.152
BTC,1/5/2016,433.732,431.691,435.151,430.595
BTC,1/6/2016,427.164,433.732,433.935,426.171
BTC,1/7/2016,441.021,427.164,443.528,426.602
BTC,1/8/2016,457.168,441.021,463.954,439.454
BTC,1/9/2016,452.368,457.168,457.583,447.388
BTC,1/10/2016,445.327,452.368,452.732,444.22
BTC,1/11/2016,450.312,445.327,451.436,441.187
BTC,1/12/2016,446.614,450.312,450.541,443.258
BTC,1/13/2016,431.156,446.614,447.731,422.105
BTC,1/14/2016,431.41,431.156,433.668,424.143
BTC,1/15/2016,416.29,431.41,432.253,413.981
BTC,1/16/2016,372.737,416.29,417.842,358.76599
BTC,1/17/2016,383.138,372.737,390.801,353.276
BTC,1/18/2016,380.817,383.138,387.229,378.263
BTC,1/19/2016,382.738,380.817,387.476,374.485
BTC,1/20/2016,378.775,382.738,386.638,374.217
BTC,1/21/2016,417.439,378.775,424.651,378.007
BTC,1/22/2016,403.271,417.439,420.34,402.98
BTC,1/23/2016,388.219,403.271,403.685,374.138
BTC,1/24/2016,388.538,388.219,394.496,381.191
BTC,1/25/2016,397.885,388.538,405.799,387.458
BTC,1/26/2016,390.715,397.885,400.99699,386.522
BTC,1/27/2016,392.389,390.715,397.57,388.027
BTC,1/28/2016,381.356,392.389,396.568,377.095
BTC,1/29/2016,369.133,381.356,384.499,363.642
BTC,1/30/2016,376.952,369.133,384.489,368.704
BTC,1/31/2016,378.174,376.952,380.69899,375.427
BTC,2/1/2016,372.157,378.174,379.529,364.288
BTC,2/2/2016,372.453,372.157,378.518,369.019
BTC,2/3/2016,372.762,372.453,374.829,369.263
BTC,2/4/2016,370.433,372.762,373.793,366.316
BTC,2/5/2016,386.954,370.433,391.268,370.408
BTC,2/6/2016,377.889,386.954,390.194,376.942
BTC,2/7/2016,376.44,377.889,378.577,370.602
BTC,2/8/2016,376.924,376.44,379.561,372.885
BTC,2/9/2016,372.434,376.924,378.688,370.769
BTC,2/10/2016,374.764,372.434,376.286,370.953
BTC,2/11/2016,379.186,374.764,383.564,374.649
BTC,2/12/2016,378.576,379.186,379.992,373.217
BTC,2/13/2016,388.87,378.576,388.87,378.576
BTC,2/14/2016,397.23,388.87,398.059,387.492
BTC,2/15/2016,405.621,397.23,410.239,395.046
BTC,2/16/2016,401.663,405.621,407.002,395.481
BTC,2/17/2016,407.017,401.663,408.124,399.79499
BTC,2/18/2016,417.492,407.017,421.021,407.015
BTC,2/19/2016,421.956,417.492,424.982,416.505
BTC,2/20/2016,422.054,421.956,422.311,415.684
BTC,2/21/2016,439.61,422.054,443.183,421.577
BTC,2/22/2016,436.14,439.61,448.29,427
BTC,2/23/2016,438.745,436.14,440.698,433.18199
BTC,2/24/2016,419.896,438.745,439.18,415.613
BTC,2/25/2016,422.617,419.896,427.026,411.124
BTC,2/26/2016,421.244,422.617,424.816,418.189
BTC,2/27/2016,433.401,421.244,434.76599,420.017
BTC,2/28/2016,425.502,433.401,433.677,422.07399
BTC,2/29/2016,438.28,425.502,439.049,424.357
BTC,3/1/2016,436.426,438.28,441.655,433.788
BTC,3/2/2016,434.001,436.426,436.426,428.502
BTC,3/3/2016,419.254,434.001,434.309,417.05
BTC,3/4/2016,421.597,419.254,423.522,415.639
BTC,3/5/2016,407.722,421.597,422.57,401.662
BTC,3/6/2016,397.883,407.722,408.953,388.958
BTC,3/7/2016,407.276,397.883,409.721,395.76599
BTC,3/8/2016,414.213,407.276,415.512,405.127
BTC,3/9/2016,410.739,414.213,415.091,408.481
BTC,3/10/2016,411.672,410.739,413.784,409.594
BTC,3/11/2016,416.708,411.672,416.972,411.124
BTC,3/12/2016,415.04,416.708,421.933,414.407
BTC,3/13/2016,411.637,415.04,415.96,407.299
BTC,3/14/2016,414.208,411.637,416.025,411.434
BTC,3/15/2016,416.034,414.208,416.441,412.91099
BTC,3/16/2016,414.167,416.034,417.124,412.6
BTC,3/17/2016,417.138,414.167,417.207,413.796
BTC,3/18/2016,417.154,417.138,419.506,416.736
BTC,3/19/2016,407.473,417.154,417.662,403.62199
BTC,3/20/2016,409.24,407.473,411.364,403.345
BTC,3/21/2016,407.496,409.24,412.431,407.132
BTC,3/22/2016,415.125,407.496,415.14099,406.931
BTC,3/23/2016,417.318,415.125,417.716,415.125
BTC,3/24/2016,415.837,417.318,418.55,415.663
BTC,3/25/2016,414.75699,415.837,416.808,412.841
BTC,3/26/2016,416.851,414.75699,417.31899,413.92299
BTC,3/27/2016,416.233,416.851,417.068,414.838
BTC,3/28/2016,424.297,416.233,427.001,416.233
BTC,3/29/2016,423.597,424.297,425.042,421.45
BTC,3/30/2016,414.613,423.597,423.847,407.878
BTC,3/31/2016,414.458,414.613,415.618,409.191
BTC,4/1/2016,416.012,414.458,416.938,413.381
BTC,4/2/2016,418.785,416.012,420.895,414.09
BTC,4/3/2016,418.93999,418.785,419.83,418.467
BTC,4/4/2016,418.593,418.93999,419.61,417.203
BTC,4/5/2016,422.044,418.593,422.197,417.412
BTC,4/6/2016,422.29499,422.044,423.242,420.426
BTC,4/7/2016,420.553,422.29499,422.649,420.247
BTC,4/8/2016,421.616,420.553,422.011,418.746
BTC,4/9/2016,415.751,421.616,423.563,413.156
BTC,4/10/2016,418.078,415.751,418.555,415.496
BTC,4/11/2016,421.192,418.078,421.869,418.05
BTC,4/12/2016,426.383,421.192,426.383,419.383
BTC,4/13/2016,426.84399,426.383,427.787,424.38199
BTC,4/14/2016,425.494,426.84399,426.91,422.91999
BTC,4/15/2016,426.279,425.494,426.53599,423.09799
BTC,4/16/2016,429.775,426.279,429.991,424.707
BTC,4/17/2016,430.453,429.775,432.996,429.508
BTC,4/18/2016,429.318,430.453,430.639,426.267
BTC,4/19/2016,428.522,429.318,430.08,427.169
BTC,4/20/2016,435.926,428.522,437.109,428.081
BTC,4/21/2016,443.758,435.926,445.291,435.79
BTC,4/22/2016,446.776,443.758,452.802,441.301
BTC,4/23/2016,447.233,446.776,449.685,443.913
BTC,4/24/2016,455.152,447.233,457.138,445.715
BTC,4/25/2016,458.626,455.152,460.972,450.29
BTC,4/26/2016,464.429,458.626,469.281,455.962
